BBa_J23100,BBa_J23106,BBa_J23114,BBa_K1114211,Bba_J23102,Bba_J23119,pC0_009,pC0_062,pC0_069,pICH47732,pICH47742,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
